买家用户名,客户标签,运营建议,净消费额(Net LTV),总流水(Gross),订单数(1Y),退货率(1Y),最近购买(天前),客单价(Net AOV)
lotan-peleg,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,115.18,115.18,2,0.0%,70,57.59
trailerhub_82,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,115.12,115.12,3,0.0%,172,38.37
aplusales4u,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,115.0,115.0,1,0.0%,305,115.0
hectorespino19,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,115.0,115.0,1,0.0%,142,115.0
dannivoz,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,115.0,115.0,1,0.0%,276,115.0
chijones-rw65mtzlw,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.99,114.99,1,0.0%,278,114.99
rodr_9125,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.99,114.99,1,0.0%,319,114.99
markoknez,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.99,114.99,1,0.0%,297,114.99
markplanavsky2012,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.99,114.99,1,0.0%,308,114.99
brasch885,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.94,114.94,2,0.0%,246,57.47
autocosupe0,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,114.87,114.87,3,0.0%,74,38.29
curry918,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.74,114.74,1,0.0%,364,114.74
japre-6994,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.74,114.74,1,0.0%,365,114.74
matjor-2,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.74,114.74,1,0.0%,365,114.74
enrique-26,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,114.63,114.63,2,0.0%,167,57.31
nikkonstant_0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$114.60。,114.6,114.6,2,50.0%,140,57.3
ignacio9555,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,123,114.49
reed.neubert,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,66,114.49
robrho-90,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,82,114.49
bodidd_52,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,290,114.49
urazka91,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,67,114.49
blklambo,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,121,114.49
sa-436850,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,185,114.49
irzha_8,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,221,114.49
24prow24,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,98,114.49
ho_houal_prvbbdtzy,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,225,114.49
jasonftwwtaw,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,112,114.49
atomicclutch,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,99,114.49
delam-458,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,229,114.49
bigdee2125,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,43,114.49
raugonzalezrio_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,355,114.49
96pdz69,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,193,114.49
marrodann10,[WHALE] 超级鲸鱼 | [NEW] 新客户,VVIP客户: 净贡献极高，需专项维护防止流失。 首单客户: 关注购后体验，争取二次转化。,114.49,114.49,1,0.0%,10,114.49
lo18783,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,245,114.49
aguas1028,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,240,114.49
an189863,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,327,114.49
organman2005,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,44,114.49
francalv-84,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,103,114.49
adbek_11,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,254,114.49
knic882,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,113,114.49
gafler19,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,167,114.49
fredmazza0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,255,114.49
chahahn_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.49,114.49,1,0.0%,225,114.49
youykh_tteo5wwe,[WHALE] 超级鲸鱼 | [NEW] 新客户,VVIP客户: 净贡献极高，需专项维护防止流失。 首单客户: 关注购后体验，争取二次转化。,114.49,114.49,1,0.0%,0,114.49
speedymoz,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,74,114.49
chozen888,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,99,114.49
maac758,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,118,114.49
antelisllc,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.49,114.49,1,0.0%,49,114.49
conre-2578,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.48,114.48,2,0.0%,304,57.24
vladapechy1308,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.45,114.45,1,0.0%,79,114.45
oem-factory-parts,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.45,114.45,1,0.0%,230,114.45
miller7814,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.45,114.45,1,0.0%,85,114.45
bradehartshor-0,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,114.45,114.45,1,0.0%,53,114.45
duse_263,[WHALE] 超级鲸鱼 | [NEW] 新客户,VVIP客户: 净贡献极高，需专项维护防止流失。 首单客户: 关注购后体验，争取二次转化。,114.45,114.45,1,0.0%,24,114.45
angros-10zxzl,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,114.0,114.0,1,0.0%,213,114.0
guillaumlabont_6,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.99,113.99,1,0.0%,33,113.99
darkgra36,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.99,113.99,1,0.0%,189,113.99
mickvehta,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.99,113.99,1,0.0%,184,113.99
andkr_9795,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.99,113.99,1,0.0%,108,113.99
dbanshee.787,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.99,113.99,1,0.0%,244,113.99
steve863,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.99,113.99,1,0.0%,121,113.99
maceaudi,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.98,113.98,1,0.0%,176,113.98
discountelectronicsdepot,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.98,113.98,1,0.0%,178,113.98
a-adzd-xumlw7k16,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$113.97。,113.97,113.97,2,33.3%,72,56.98
texasrgs,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.86,113.86,2,0.0%,361,56.93
trackonekyle,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.71,113.71,2,0.0%,206,56.86
arms.devi,[WHALE] 超级鲸鱼 | [NEW] 新客户,VVIP客户: 净贡献极高，需专项维护防止流失。 首单客户: 关注购后体验，争取二次转化。,113.6,113.6,1,0.0%,8,113.6
gc6220.eeblqrh,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.6,113.6,2,0.0%,17,56.8
mervelas,[WHALE] 超级鲸鱼 | [NEW] 新客户,VVIP客户: 净贡献极高，需专项维护防止流失。 首单客户: 关注购后体验，争取二次转化。,113.6,113.6,1,0.0%,24,113.6
bonnellmotorsinc,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.55,113.55,1,0.0%,184,113.55
jabrow-6086,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.52,113.52,1,0.0%,298,113.52
ggc0-459,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.52,113.52,1,0.0%,43,113.52
john_prod,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.52,113.52,1,0.0%,43,113.52
briamachari_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.52,113.52,1,0.0%,300,113.52
chreva-1xaljclw,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.5,113.5,1,0.0%,224,113.5
aaronkyker1984,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.5,113.5,1,0.0%,219,113.5
austin_lah,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,267,113.49
felipe102010,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,268,113.49
dan951051,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,274,113.49
nivaldmirand0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,250,113.49
vanh9047,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,234,113.49
ilikebuying,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,275,113.49
adrianrui997,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.49,113.49,1,0.0%,236,113.49
joshuvei_0,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.48,113.48,1,0.0%,114,113.48
sidribrah-0,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.48,113.48,1,0.0%,117,113.48
yaroandrush-0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.45,113.45,1,0.0%,353,113.45
evabarb_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.45,113.45,1,0.0%,331,113.45
nichdrum_85,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.45,113.45,1,0.0%,318,113.45
chcr-6464,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.36,113.36,2,0.0%,48,56.68
bostonparts,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.25,113.25,1,0.0%,51,113.25
jvele10,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.22,113.22,3,0.0%,52,37.74
myway65910,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.2,113.2,3,0.0%,0,37.73
smoodit,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.19,113.19,2,0.0%,142,56.59
hanioboe,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.08,113.08,1,0.0%,324,113.08
sclark2519,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,113.03,113.03,1,0.0%,47,113.03
nine2k,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.02,113.02,1,0.0%,285,113.02
bryeye-0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.0,113.0,3,0.0%,251,37.67
humbgonz-78,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,113.0,113.0,1,0.0%,295,113.0
evnanitam-0,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.0,113.0,2,0.0%,141,56.5
williambillbay,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,113.0,113.0,2,0.0%,143,56.5
